Structural Framing Schedule 5,
Type,Workset
,
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x197,BHE_ELEM_New Structure Turbine Hall
UB1016x305x249,BHE_ELEM_New Structure Turbine Hall
UB1016x305x272,BHE_ELEM_New Structure Turbine Hall
UB1016x305x249,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB838x292x176,BHE_ELEM_New Structure Turbine Hall
UB1016x305x272,BHE_ELEM_New Structure Turbine Hall
UB914x305x201,BHE_ELEM_New Structure Turbine Hall
UB762x267x197,BHE_ELEM_New Structure Turbine Hall
UB762x267x197,BHE_ELEM_New Structure Turbine Hall
UB762x267x197,BHE_ELEM_New Structure Turbine Hall
UB1016x305x249,BHE_ELEM_New Structure Turbine Hall
UB1016x305x249,BHE_ELEM_New Structure Turbine Hall
UB762x267x197,BHE_ELEM_New Structure Turbine Hall
UB838x292x176,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB914x419x388,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB838x292x176,BHE_ELEM_New Structure Turbine Hall
UB762x267x197,BHE_ELEM_New Structure Turbine Hall
UKB1016x305x393,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB1016x305x249,BHE_ELEM_New Structure Turbine Hall
UKB1016x305x393,BHE_ELEM_New Structure Turbine Hall
UB838x292x194,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB838x292x176,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x197,BHE_ELEM_New Structure Turbine Hall
UB762x267x197,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB1016x305x249,BHE_ELEM_New Structure Turbine Hall
UB1016x305x249,BHE_ELEM_New Structure Turbine Hall
UB1016x305x249,BHE_ELEM_New Structure Turbine Hall
UB838x292x176,BHE_ELEM_New Structure Turbine Hall
UB838x292x176,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB1016x305x272,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB914x305x201,BHE_ELEM_New Structure Turbine Hall
UB914x305x201,BHE_ELEM_New Structure Turbine Hall
UB914x305x201,BHE_ELEM_New Structure Turbine Hall
UB1016x305x249,BHE_ELEM_New Structure Turbine Hall
UB1016x305x249,BHE_ELEM_New Structure Turbine Hall
UB1016x305x249,BHE_ELEM_New Structure Turbine Hall
UB1016x305x249,BHE_ELEM_New Structure Turbine Hall
UB1016x305x272,BHE_ELEM_New Structure Turbine Hall
UB1016x305x249,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB686x254x140,BHE_ELEM_New Structure Turbine Hall
UB686x254x140,BHE_ELEM_New Structure Turbine Hall
UB838x292x194,BHE_ELEM_New Structure Turbine Hall
UB838x292x226,BHE_ELEM_New Structure Turbine Hall
UB838x292x226,BHE_ELEM_New Structure Turbine Hall
UB838x292x226,BHE_ELEM_New Structure Turbine Hall
UB838x292x226,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB914x305x201,BHE_ELEM_New Structure Turbine Hall
UB1016x305x272,BHE_ELEM_New Structure Turbine Hall
UB914x305x201,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x197,BHE_ELEM_New Structure Turbine Hall
UB1016x305x272,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB838x292x176,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x197,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB1016x305x272,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB1016x305x249,BHE_ELEM_New Structure Turbine Hall
UB914x305x201,BHE_ELEM_New Structure Turbine Hall
UB1016x305x272,BHE_ELEM_New Structure Turbine Hall
UB914x305x201,BHE_ELEM_New Structure Turbine Hall
UB1016x305x272,BHE_ELEM_New Structure Turbine Hall
UB1016x305x272,BHE_ELEM_New Structure Turbine Hall
UB914x305x201,BHE_ELEM_New Structure Turbine Hall
UB914x305x201,BHE_ELEM_New Structure Turbine Hall
UB914x305x201,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB1016x305x249,BHE_ELEM_New Structure Turbine Hall
UB762x267x197,BHE_ELEM_New Structure Turbine Hall
UB762x267x197,BHE_ELEM_New Structure Turbine Hall
UB914x305x201,BHE_ELEM_New Structure Turbine Hall
UB914x305x201,BHE_ELEM_New Structure Turbine Hall
UB1016x305x249,BHE_ELEM_New Structure Turbine Hall
UB1016x305x249,BHE_ELEM_New Structure Turbine Hall
UB1016x305x249,BHE_ELEM_New Structure Turbine Hall
UB1016x305x249,BHE_ELEM_New Structure Turbine Hall
UB1016x305x249,BHE_ELEM_New Structure Turbine Hall
UB1016x305x249,BHE_ELEM_New Structure Turbine Hall
UB686x254x140,BHE_ELEM_New Structure Turbine Hall
UB686x254x140,BHE_ELEM_New Structure Turbine Hall
UB838x292x226,BHE_ELEM_New Structure Turbine Hall
UB838x292x226,BHE_ELEM_New Structure Turbine Hall
UB838x292x226,BHE_ELEM_New Structure Turbine Hall
UB838x292x226,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB838x292x194,BHE_ELEM_New Structure Turbine Hall
UB838x292x176,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB838x292x226,BHE_ELEM_New Structure Turbine Hall
UB838x292x226,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x197,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x197,BHE_ELEM_New Structure Turbine Hall
UB762x267x197,BHE_ELEM_New Structure Turbine Hall
UB762x267x197,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x197,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB686x254x140,BHE_ELEM_New Structure Turbine Hall
UB686x254x140,BHE_ELEM_New Structure Turbine Hall
UB686x254x140,BHE_ELEM_New Structure Turbine Hall
UB686x254x140,BHE_ELEM_New Structure Turbine Hall
UB686x254x140,BHE_ELEM_New Structure Turbine Hall
UB686x254x140,BHE_ELEM_New Structure Turbine Hall
UB686x254x140,BHE_ELEM_New Structure Turbine Hall
UB686x254x140,BHE_ELEM_New Structure Turbine Hall
UB686x254x140,BHE_ELEM_New Structure Turbine Hall
UB686x254x140,BHE_ELEM_New Structure Turbine Hall
UB686x254x140,BHE_ELEM_New Structure Turbine Hall
UB686x254x140,BHE_ELEM_New Structure Turbine Hall
UB686x254x140,BHE_ELEM_New Structure Turbine Hall
UB686x254x140,BHE_ELEM_New Structure Turbine Hall
UB686x254x140,BHE_ELEM_New Structure Turbine Hall
UB686x254x140,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB838x292x194,BHE_ELEM_New Structure Turbine Hall
UB838x292x194,BHE_ELEM_New Structure Turbine Hall
UB838x292x194,BHE_ELEM_New Structure Turbine Hall
UB838x292x194,BHE_ELEM_New Structure Turbine Hall
UB838x292x194,BHE_ELEM_New Structure Turbine Hall
UB838x292x194,BHE_ELEM_New Structure Turbine Hall
UB838x292x194,BHE_ELEM_New Structure Turbine Hall
UB838x292x194,BHE_ELEM_New Structure Turbine Hall
UB838x292x194,BHE_ELEM_New Structure Turbine Hall
UB838x292x194,BHE_ELEM_New Structure Turbine Hall
UB838x292x226,BHE_ELEM_New Structure Turbine Hall
UB838x292x226,BHE_ELEM_New Structure Turbine Hall
UB838x292x226,BHE_ELEM_New Structure Turbine Hall
UB838x292x226,BHE_ELEM_New Structure Turbine Hall
UB838x292x226,BHE_ELEM_New Structure Turbine Hall
UB838x292x226,BHE_ELEM_New Structure Turbine Hall
UB838x292x226,BHE_ELEM_New Structure Turbine Hall
UB838x292x226,BHE_ELEM_New Structure Turbine Hall
UB838x292x226,BHE_ELEM_New Structure Turbine Hall
UB838x292x226,BHE_ELEM_New Structure Turbine Hall
UB838x292x226,BHE_ELEM_New Structure Turbine Hall
UB838x292x226,BHE_ELEM_New Structure Turbine Hall
UB838x292x226,BHE_ELEM_New Structure Turbine Hall
UB838x292x226,BHE_ELEM_New Structure Turbine Hall
UB838x292x226,BHE_ELEM_New Structure Turbine Hall
UB838x292x226,BHE_ELEM_New Structure Turbine Hall
UB838x292x226,BHE_ELEM_New Structure Turbine Hall
UB838x292x226,BHE_ELEM_New Structure Turbine Hall
UB838x292x226,BHE_ELEM_New Structure Turbine Hall
UB838x292x226,BHE_ELEM_New Structure Turbine Hall
UB838x292x226,BHE_ELEM_New Structure Turbine Hall
UB838x292x226,BHE_ELEM_New Structure Turbine Hall
UB838x292x226,BHE_ELEM_New Structure Turbine Hall
UB838x292x226,BHE_ELEM_New Structure Turbine Hall
UB838x292x226,BHE_ELEM_New Structure Turbine Hall
UB838x292x226,BHE_ELEM_New Structure Turbine Hall
UB838x292x226,BHE_ELEM_New Structure Turbine Hall
UB838x292x226,BHE_ELEM_New Structure Turbine Hall
UB838x292x226,BHE_ELEM_New Structure Turbine Hall
UB838x292x226,BHE_ELEM_New Structure Turbine Hall
UB838x292x226,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB838x292x194,BHE_ELEM_New Structure Turbine Hall
UB838x292x194,BHE_ELEM_New Structure Turbine Hall
UB838x292x226,BHE_ELEM_New Structure Turbine Hall
UB838x292x226,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x197,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB838x292x226,BHE_ELEM_New Structure Turbine Hall
UB838x292x226,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB838x292x194,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x197,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
UB762x267x147,BHE_ELEM_New Structure Turbine Hall
