Columns Steel - Data,,,,,,,,,,,,,,,,,
Mark,Type Mark,Family,Type,Classification.MasterFormat.Description,Classification.MasterFormat.Number,Count,Base Level,Base Offset,Top Level,Top Offset,Length,Column Location Mark,BHE_Material,Workset,BHE_Material Grade,Tonnage By Volume,
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x305x201,,,1,EXISTING - LEVEL 08,-2100,EXISTING - LEVEL 09,0,5631,1C-114,Steel,BHE_ELEM_Existing Structure Turbine Hall_Retained,,0.142 m³,1.117398
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x305x201,,,1,EXISTING - LEVEL 08,-2100,EXISTING - LEVEL 09,0,5631,1C-113,Steel,BHE_ELEM_Existing Structure Turbine Hall_Retained,,0.142 m³,1.117398
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x305x201,,,1,EXISTING - LEVEL 08,-2100,EXISTING - LEVEL 09,0,5631,1C-112,Steel,BHE_ELEM_Existing Structure Turbine Hall_Retained,,0.142 m³,1.117398
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x305x201,,,1,EXISTING - LEVEL 08,-2100,EXISTING - LEVEL 09,0,5631,1C-111,Steel,BHE_ELEM_Existing Structure Turbine Hall_Retained,,0.142 m³,1.117398
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x305x201,,,1,EXISTING - LEVEL 08,-2100,EXISTING - LEVEL 09,0,5631,1C-110,Steel,BHE_ELEM_Existing Structure Turbine Hall_Retained,,0.142 m³,1.117398
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x305x201,,,1,EXISTING - LEVEL 08,-2100,EXISTING - LEVEL 09,0,5631,1C-19,Steel,BHE_ELEM_Existing Structure Turbine Hall_Retained,,0.142 m³,1.117398
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x305x201,,,1,EXISTING - LEVEL 08,-2100,EXISTING - LEVEL 09,0,5631,1C-18,Steel,BHE_ELEM_Existing Structure Turbine Hall_Retained,,0.142 m³,1.117398
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x305x201,,,1,EXISTING - LEVEL 08,-2100,EXISTING - LEVEL 09,0,5631,1C-17,Steel,BHE_ELEM_Existing Structure Turbine Hall_Retained,,0.142 m³,1.117398
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x305x201,,,1,EXISTING - LEVEL 08,-2100,EXISTING - LEVEL 09,0,5631,1C-16,Steel,BHE_ELEM_Existing Structure Turbine Hall_Retained,,0.142 m³,1.117398
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x305x201,,,1,EXISTING - LEVEL 08,-2100,EXISTING - LEVEL 09,0,5631,1C-15,Steel,BHE_ELEM_Existing Structure Turbine Hall_Retained,,0.142 m³,1.117398
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x305x201,,,1,EXISTING - LEVEL 08,-2100,EXISTING - LEVEL 09,0,5631,1C-14,Steel,BHE_ELEM_Existing Structure Turbine Hall_Retained,,0.142 m³,1.117398
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x305x201,,,1,EXISTING - LEVEL 08,-2100,EXISTING - LEVEL 09,0,5631,1C-13,Steel,BHE_ELEM_Existing Structure Turbine Hall_Retained,,0.142 m³,1.117398
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x305x201,,,1,EXISTING - LEVEL 08,-2100,EXISTING - LEVEL 09,0,5631,1C-12,Steel,BHE_ELEM_Existing Structure Turbine Hall_Retained,,0.142 m³,1.117398
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x305x201,,,1,EXISTING - LEVEL 08,-2100,EXISTING - LEVEL 09,0,5631,1C-11,Steel,BHE_ELEM_Existing Structure Turbine Hall_Retained,,0.142 m³,1.117398
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x305x201,,,1,EXISTING - LEVEL 08,-2100,EXISTING - LEVEL 09,0,5631,1F-125,Steel,BHE_ELEM_Existing Structure Turbine Hall_Retained,,0.142 m³,1.117398
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x305x201,,,1,EXISTING - LEVEL 08,-2100,EXISTING - LEVEL 09,0,5631,1F-124,Steel,BHE_ELEM_Existing Structure Turbine Hall_Retained,,0.142 m³,1.117398
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x305x201,,,1,EXISTING - LEVEL 08,-2100,EXISTING - LEVEL 09,0,5631,1F-123,Steel,BHE_ELEM_Existing Structure Turbine Hall_Retained,,0.142 m³,1.117398
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x305x201,,,1,EXISTING - LEVEL 08,-2100,EXISTING - LEVEL 09,0,5631,1F-122,Steel,BHE_ELEM_Existing Structure Turbine Hall_Retained,,0.142 m³,1.117398
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x305x201,,,1,EXISTING - LEVEL 08,-2100,EXISTING - LEVEL 09,0,5631,1F-121,Steel,BHE_ELEM_Existing Structure Turbine Hall_Retained,,0.142 m³,1.117398
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x305x201,,,1,EXISTING - LEVEL 08,-2100,EXISTING - LEVEL 09,0,5631,1F-120,Steel,BHE_ELEM_Existing Structure Turbine Hall_Retained,,0.142 m³,1.117398
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x305x201,,,1,EXISTING - LEVEL 08,-2100,EXISTING - LEVEL 09,0,5631,1F-119,Steel,BHE_ELEM_Existing Structure Turbine Hall_Retained,,0.142 m³,1.117398
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x305x201,,,1,EXISTING - LEVEL 08,-2100,EXISTING - LEVEL 09,0,5631,1F-118,Steel,BHE_ELEM_Existing Structure Turbine Hall_Retained,,0.142 m³,1.117398
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x305x201,,,1,EXISTING - LEVEL 08,-2100,EXISTING - LEVEL 09,0,5631,1F-117,Steel,BHE_ELEM_Existing Structure Turbine Hall_Retained,,0.142 m³,1.117398
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x305x201,,,1,EXISTING - LEVEL 08,-2100,EXISTING - LEVEL 09,0,5631,1F-116,Steel,BHE_ELEM_Existing Structure Turbine Hall_Retained,,0.142 m³,1.117398
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x305x201,,,1,EXISTING - LEVEL 08,-2100,EXISTING - LEVEL 09,0,5631,1F-115,Steel,BHE_ELEM_Existing Structure Turbine Hall_Retained,,0.142 m³,1.117398
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x305x201,,,1,EXISTING - LEVEL 08,-2100,EXISTING - LEVEL 09,0,5631,1F-114,Steel,BHE_ELEM_Existing Structure Turbine Hall_Retained,,0.142 m³,1.117398
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x305x201,,,1,EXISTING - LEVEL 08,-2100,EXISTING - LEVEL 09,0,5631,1F-113,Steel,BHE_ELEM_Existing Structure Turbine Hall_Retained,,0.142 m³,1.117398
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x305x201,,,1,EXISTING - LEVEL 08,-2100,EXISTING - LEVEL 09,0,5631,1F-112,Steel,BHE_ELEM_Existing Structure Turbine Hall_Retained,,0.142 m³,1.117398
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x305x201,,,1,EXISTING - LEVEL 08,-2100,EXISTING - LEVEL 09,0,5631,1F-111,Steel,BHE_ELEM_Existing Structure Turbine Hall_Retained,,0.142 m³,1.117398
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x305x201,,,1,EXISTING - LEVEL 08,-2100,EXISTING - LEVEL 09,0,5631,1F-110,Steel,BHE_ELEM_Existing Structure Turbine Hall_Retained,,0.142 m³,1.117398
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x305x201,,,1,EXISTING - LEVEL 08,-2100,EXISTING - LEVEL 09,0,5631,1F-19,Steel,BHE_ELEM_Existing Structure Turbine Hall_Retained,,0.142 m³,1.117398
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x305x201,,,1,EXISTING - LEVEL 08,-2100,EXISTING - LEVEL 09,0,5631,1F-18,Steel,BHE_ELEM_Existing Structure Turbine Hall_Retained,,0.142 m³,1.117398
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x305x201,,,1,EXISTING - LEVEL 08,-2100,EXISTING - LEVEL 09,0,5631,1F-17,Steel,BHE_ELEM_Existing Structure Turbine Hall_Retained,,0.142 m³,1.117398
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x305x201,,,1,EXISTING - LEVEL 08,-2100,EXISTING - LEVEL 09,0,5631,1F-16,Steel,BHE_ELEM_Existing Structure Turbine Hall_Retained,,0.142 m³,1.117398
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x305x201,,,1,EXISTING - LEVEL 08,-2100,EXISTING - LEVEL 09,0,5631,1F-15,Steel,BHE_ELEM_Existing Structure Turbine Hall_Retained,,0.142 m³,1.117398
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x305x201,,,1,EXISTING - LEVEL 08,-2100,EXISTING - LEVEL 09,0,5631,1F-14,Steel,BHE_ELEM_Existing Structure Turbine Hall_Retained,,0.142 m³,1.117398
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x305x201,,,1,EXISTING - LEVEL 08,-2100,EXISTING - LEVEL 09,0,5631,1F-13,Steel,BHE_ELEM_Existing Structure Turbine Hall_Retained,,0.142 m³,1.117398
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x305x201,,,1,EXISTING - LEVEL 08,-2100,EXISTING - LEVEL 09,0,5631,1F-12,Steel,BHE_ELEM_Existing Structure Turbine Hall_Retained,,0.142 m³,1.117398
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x305x201,,,1,EXISTING - LEVEL 08,-2100,EXISTING - LEVEL 09,0,5631,1F-11,Steel,BHE_ELEM_Existing Structure Turbine Hall_Retained,,0.142 m³,1.117398
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x305x201,,,1,EXISTING - LEVEL 00,0,EXISTING - LEVEL 09,0,26391,1D1-125,Steel,BHE_ELEM_Existing Structure Turbine Hall_Removed,,0.667 m³,5.236947
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x305x201,,,1,EXISTING - LEVEL 00,0,EXISTING - LEVEL 09,0,26391,1E1-125,Steel,BHE_ELEM_Existing Structure Turbine Hall_Removed,,0.667 m³,5.236947
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x305x201,,,1,EXISTING - LEVEL 00,0,EXISTING - LEVEL 09,0,26391,1E2-125,Steel,BHE_ELEM_Existing Structure Turbine Hall_Removed,,0.667 m³,5.236947
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x305x201,,,1,EXISTING - LEVEL 00,0,EXISTING - LEVEL 09,0,26391,1D1-11,Steel,BHE_ELEM_Existing Structure Turbine Hall_Removed,,0.667 m³,5.236947
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x305x201,,,1,EXISTING - LEVEL 00,0,EXISTING - LEVEL 09,0,26391,1E1-11,Steel,BHE_ELEM_Existing Structure Turbine Hall_Removed,,0.667 m³,5.236947
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x305x201,,,1,EXISTING - LEVEL 00,0,EXISTING - LEVEL 09,0,26391,1E2-11,Steel,BHE_ELEM_Existing Structure Turbine Hall_Removed,,0.667 m³,5.236947
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x419x343,,,1,EXISTING - LEVEL 00,0,EXISTING - LEVEL 01,-800,4260,1G-125,Steel,BHE_ELEM_Existing Structure Boiler Annex_Removed,,0.184 m³,1.445699
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x419x343,,,1,EXISTING - LEVEL 01,-800,EXISTING - LEVEL 03,0,1600,1G-125,Steel,BHE_ELEM_Existing Structure Boiler Annex_Removed,,0.069 m³,0.542985
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x419x343,,,1,EXISTING - LEVEL 03,0,EXISTING - LEVEL 07,-200,10000,1G-125,Steel,BHE_ELEM_Existing Structure Boiler Annex_Removed,,0.432 m³,3.393659
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x419x343,,,1,EXISTING - LEVEL 00,0,EXISTING - LEVEL 01,-800,4260,1G-124,Steel,BHE_ELEM_Existing Structure Boiler Annex_Removed,,0.184 m³,1.445699
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x419x343,,,1,EXISTING - LEVEL 01,-800,EXISTING - LEVEL 03,0,1600,1G-124,Steel,BHE_ELEM_Existing Structure Boiler Annex_Removed,,0.069 m³,0.542985
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x419x343,,,1,EXISTING - LEVEL 03,0,EXISTING - LEVEL 07,-200,10000,1G-124,Steel,BHE_ELEM_Existing Structure Boiler Annex_Removed,,0.432 m³,3.393659
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x419x343,,,1,EXISTING - LEVEL 00,0,EXISTING - LEVEL 01,-800,4260,1G-123,Steel,BHE_ELEM_Existing Structure Boiler Annex_Removed,,0.184 m³,1.445699
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x419x343,,,1,EXISTING - LEVEL 01,-800,EXISTING - LEVEL 03,0,1600,1G-123,Steel,BHE_ELEM_Existing Structure Boiler Annex_Removed,,0.069 m³,0.542985
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x419x343,,,1,EXISTING - LEVEL 03,0,EXISTING - LEVEL 07,-200,10000,1G-123,Steel,BHE_ELEM_Existing Structure Boiler Annex_Removed,,0.432 m³,3.393659
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x419x343,,,1,EXISTING - LEVEL 00,0,EXISTING - LEVEL 01,-800,4260,1G-122,Steel,BHE_ELEM_Existing Structure Boiler Annex_Removed,,0.184 m³,1.445699
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x419x343,,,1,EXISTING - LEVEL 01,-800,EXISTING - LEVEL 03,0,1600,1G-122,Steel,BHE_ELEM_Existing Structure Boiler Annex_Removed,,0.069 m³,0.542985
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x419x343,,,1,EXISTING - LEVEL 03,0,EXISTING - LEVEL 07,-200,10000,1G-122,Steel,BHE_ELEM_Existing Structure Boiler Annex_Removed,,0.432 m³,3.393659
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x419x343,,,1,EXISTING - LEVEL 00,0,EXISTING - LEVEL 01,-800,4260,1G-121,Steel,BHE_ELEM_Existing Structure Boiler Annex_Removed,,0.184 m³,1.445699
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x419x343,,,1,EXISTING - LEVEL 01,-800,EXISTING - LEVEL 03,0,1600,1G-121,Steel,BHE_ELEM_Existing Structure Boiler Annex_Removed,,0.069 m³,0.542985
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x419x343,,,1,EXISTING - LEVEL 03,0,EXISTING - LEVEL 07,-200,10000,1G-121,Steel,BHE_ELEM_Existing Structure Boiler Annex_Removed,,0.432 m³,3.393659
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x419x343,,,1,EXISTING - LEVEL 00,0,EXISTING - LEVEL 01,-800,4260,1G-120,Steel,BHE_ELEM_Existing Structure Boiler Annex_Removed,,0.184 m³,1.445699
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x419x343,,,1,EXISTING - LEVEL 01,-800,EXISTING - LEVEL 03,0,1600,1G-120,Steel,BHE_ELEM_Existing Structure Boiler Annex_Removed,,0.069 m³,0.542985
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x419x343,,,1,EXISTING - LEVEL 03,0,EXISTING - LEVEL 07,-200,10000,1G-120,Steel,BHE_ELEM_Existing Structure Boiler Annex_Removed,,0.432 m³,3.393659
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x419x343,,,1,EXISTING - LEVEL 00,0,EXISTING - LEVEL 01,-800,4260,1G-119,Steel,BHE_ELEM_Existing Structure Boiler Annex_Removed,,0.184 m³,1.445699
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x419x343,,,1,EXISTING - LEVEL 01,-800,EXISTING - LEVEL 03,0,1600,1G-119,Steel,BHE_ELEM_Existing Structure Boiler Annex_Removed,,0.069 m³,0.542985
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x419x343,,,1,EXISTING - LEVEL 03,0,EXISTING - LEVEL 07,-200,10000,1G-119,Steel,BHE_ELEM_Existing Structure Boiler Annex_Removed,,0.432 m³,3.393659
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x419x343,,,1,EXISTING - LEVEL 00,0,EXISTING - LEVEL 01,-800,4260,1G-118,Steel,BHE_ELEM_Existing Structure Boiler Annex_Removed,,0.184 m³,1.445699
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x419x343,,,1,EXISTING - LEVEL 01,-800,EXISTING - LEVEL 03,0,1600,1G-118,Steel,BHE_ELEM_Existing Structure Boiler Annex_Removed,,0.069 m³,0.542985
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x419x343,,,1,EXISTING - LEVEL 03,0,EXISTING - LEVEL 07,-200,10000,1G-118,Steel,BHE_ELEM_Existing Structure Boiler Annex_Removed,,0.432 m³,3.393659
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x419x343,,,1,EXISTING - LEVEL 00,0,EXISTING - LEVEL 01,-800,4260,1G-117,Steel,BHE_ELEM_Existing Structure Boiler Annex_Removed,,0.184 m³,1.445699
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x419x343,,,1,EXISTING - LEVEL 01,-800,EXISTING - LEVEL 03,0,1600,1G-117,Steel,BHE_ELEM_Existing Structure Boiler Annex_Removed,,0.069 m³,0.542985
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x419x343,,,1,EXISTING - LEVEL 03,0,EXISTING - LEVEL 07,-200,10000,1G-117,Steel,BHE_ELEM_Existing Structure Boiler Annex_Removed,,0.432 m³,3.393659
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x419x343,,,1,EXISTING - LEVEL 00,0,EXISTING - LEVEL 01,-800,4260,1G-116,Steel,BHE_ELEM_Existing Structure Boiler Annex_Removed,,0.184 m³,1.445699
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x419x343,,,1,EXISTING - LEVEL 01,-800,EXISTING - LEVEL 03,0,1600,1G-116,Steel,BHE_ELEM_Existing Structure Boiler Annex_Removed,,0.069 m³,0.542985
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x419x343,,,1,EXISTING - LEVEL 03,0,EXISTING - LEVEL 07,-200,10000,1G-116,Steel,BHE_ELEM_Existing Structure Boiler Annex_Removed,,0.432 m³,3.393659
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x419x343,,,1,EXISTING - LEVEL 00,0,EXISTING - LEVEL 01,-800,4260,1G-115,Steel,BHE_ELEM_Existing Structure Boiler Annex_Removed,,0.184 m³,1.445699
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x419x343,,,1,EXISTING - LEVEL 01,-800,EXISTING - LEVEL 03,0,1600,1G-115,Steel,BHE_ELEM_Existing Structure Boiler Annex_Removed,,0.069 m³,0.542985
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x419x343,,,1,EXISTING - LEVEL 03,0,EXISTING - LEVEL 07,-200,10000,1G-115,Steel,BHE_ELEM_Existing Structure Boiler Annex_Removed,,0.432 m³,3.393659
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x419x343,,,1,EXISTING - LEVEL 00,0,EXISTING - LEVEL 01,-800,4260,1G-114,Steel,BHE_ELEM_Existing Structure Boiler Annex_Removed,,0.184 m³,1.445699
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x419x343,,,1,EXISTING - LEVEL 01,-800,EXISTING - LEVEL 03,0,1600,1G-114,Steel,BHE_ELEM_Existing Structure Boiler Annex_Removed,,0.069 m³,0.542985
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x419x343,,,1,EXISTING - LEVEL 03,0,EXISTING - LEVEL 07,-200,10000,1G-114,Steel,BHE_ELEM_Existing Structure Boiler Annex_Removed,,0.432 m³,3.393659
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x419x343,,,1,EXISTING - LEVEL 00,0,EXISTING - LEVEL 01,-800,4260,1G-113,Steel,BHE_ELEM_Existing Structure Boiler Annex_Removed,,0.184 m³,1.445699
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x419x343,,,1,EXISTING - LEVEL 01,-800,EXISTING - LEVEL 03,0,1600,1G-113,Steel,BHE_ELEM_Existing Structure Boiler Annex_Removed,,0.069 m³,0.542985
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x419x343,,,1,EXISTING - LEVEL 03,0,EXISTING - LEVEL 07,-200,10000,1G-113,Steel,BHE_ELEM_Existing Structure Boiler Annex_Removed,,0.432 m³,3.393659
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x419x343,,,1,EXISTING - LEVEL 00,0,EXISTING - LEVEL 01,-800,4260,1G-18,Steel,BHE_ELEM_Existing Structure Boiler Annex_Removed,,0.184 m³,1.445699
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x419x343,,,1,EXISTING - LEVEL 01,-800,EXISTING - LEVEL 03,0,1600,1G-18,Steel,BHE_ELEM_Existing Structure Boiler Annex_Removed,,0.069 m³,0.542985
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x419x343,,,1,EXISTING - LEVEL 03,0,EXISTING - LEVEL 07,-200,10000,1G-18,Steel,BHE_ELEM_Existing Structure Boiler Annex_Removed,,0.432 m³,3.393659
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x419x343,,,1,EXISTING - LEVEL 00,0,EXISTING - LEVEL 01,-800,4260,1G-17,Steel,BHE_ELEM_Existing Structure Boiler Annex_Removed,,0.184 m³,1.445699
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x419x343,,,1,EXISTING - LEVEL 01,-800,EXISTING - LEVEL 03,0,1600,1G-17,Steel,BHE_ELEM_Existing Structure Boiler Annex_Removed,,0.069 m³,0.542985
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x419x343,,,1,EXISTING - LEVEL 03,0,EXISTING - LEVEL 07,-200,10000,1G-17,Steel,BHE_ELEM_Existing Structure Boiler Annex_Removed,,0.432 m³,3.393659
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x419x343,,,1,EXISTING - LEVEL 00,0,EXISTING - LEVEL 01,-800,4260,1G-16,Steel,BHE_ELEM_Existing Structure Boiler Annex_Removed,,0.184 m³,1.445699
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x419x343,,,1,EXISTING - LEVEL 01,-800,EXISTING - LEVEL 03,0,1600,1G-16,Steel,BHE_ELEM_Existing Structure Boiler Annex_Removed,,0.069 m³,0.542985
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x419x343,,,1,EXISTING - LEVEL 03,0,EXISTING - LEVEL 07,-200,10000,1G-16,Steel,BHE_ELEM_Existing Structure Boiler Annex_Removed,,0.432 m³,3.393659
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x419x343,,,1,EXISTING - LEVEL 00,0,EXISTING - LEVEL 01,-800,4260,1G-15,Steel,BHE_ELEM_Existing Structure Boiler Annex_Removed,,0.184 m³,1.445699
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x419x343,,,1,EXISTING - LEVEL 01,-800,EXISTING - LEVEL 03,0,1600,1G-15,Steel,BHE_ELEM_Existing Structure Boiler Annex_Removed,,0.069 m³,0.542985
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x419x343,,,1,EXISTING - LEVEL 03,0,EXISTING - LEVEL 07,-200,10000,1G-15,Steel,BHE_ELEM_Existing Structure Boiler Annex_Removed,,0.432 m³,3.393659
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x419x343,,,1,EXISTING - LEVEL 00,0,EXISTING - LEVEL 01,-800,4260,1G-14,Steel,BHE_ELEM_Existing Structure Boiler Annex_Removed,,0.184 m³,1.445699
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x419x343,,,1,EXISTING - LEVEL 01,-800,EXISTING - LEVEL 03,0,1600,1G-14,Steel,BHE_ELEM_Existing Structure Boiler Annex_Removed,,0.069 m³,0.542985
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x419x343,,,1,EXISTING - LEVEL 03,0,EXISTING - LEVEL 07,-200,10000,1G-14,Steel,BHE_ELEM_Existing Structure Boiler Annex_Removed,,0.432 m³,3.393659
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x419x343,,,1,EXISTING - LEVEL 00,0,EXISTING - LEVEL 01,-800,4260,1G-13,Steel,BHE_ELEM_Existing Structure Boiler Annex_Removed,,0.184 m³,1.445699
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x419x343,,,1,EXISTING - LEVEL 01,-800,EXISTING - LEVEL 03,0,1600,1G-13,Steel,BHE_ELEM_Existing Structure Boiler Annex_Removed,,0.069 m³,0.542985
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x419x343,,,1,EXISTING - LEVEL 03,0,EXISTING - LEVEL 07,-200,10000,1G-13,Steel,BHE_ELEM_Existing Structure Boiler Annex_Removed,,0.432 m³,3.393659
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x419x343,,,1,EXISTING - LEVEL 00,0,EXISTING - LEVEL 01,-800,4260,1G-12,Steel,BHE_ELEM_Existing Structure Boiler Annex_Removed,,0.184 m³,1.445699
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x419x343,,,1,EXISTING - LEVEL 01,-800,EXISTING - LEVEL 03,0,1600,1G-12,Steel,BHE_ELEM_Existing Structure Boiler Annex_Removed,,0.069 m³,0.542985
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x419x343,,,1,EXISTING - LEVEL 03,0,EXISTING - LEVEL 07,-200,10000,1G-12,Steel,BHE_ELEM_Existing Structure Boiler Annex_Removed,,0.432 m³,3.393659
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x419x343,,,1,EXISTING - LEVEL 00,0,EXISTING - LEVEL 01,-800,4260,1G-11,Steel,BHE_ELEM_Existing Structure Boiler Annex_Removed,,0.184 m³,1.445699
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x419x343,,,1,EXISTING - LEVEL 01,-800,EXISTING - LEVEL 03,0,1600,1G-11,Steel,BHE_ELEM_Existing Structure Boiler Annex_Removed,,0.069 m³,0.542985
,,BHE_StructuralColumns_UB-UniversalBeams-Column,UB914x419x343,,,1,EXISTING - LEVEL 03,0,EXISTING - LEVEL 07,-200,10000,1G-11,Steel,BHE_ELEM_Existing Structure Boiler Annex_Removed,,0.432 m³,3.393659
,100-CS165,BHE_StructuralColumns_UC-UniversalColumns-Column,UC152x152x30,Structural Steel Framing,05 12 00,1,PROPOSED - CHIMNEY C LEVEL 09 BMU,0,PROPOSED - CHIMNEY C LEVEL 09 BMU,250,250,,Steel,BHE_ELEM_New Structure Chimneys,,0.001 m³,0.007412
,100-CS165,BHE_StructuralColumns_UC-UniversalColumns-Column,UC152x152x30,Structural Steel Framing,05 12 00,1,PROPOSED - CHIMNEY C LEVEL 09 BMU,0,PROPOSED - CHIMNEY C LEVEL 09 BMU,250,250,,Steel,BHE_ELEM_New Structure Chimneys,,0.001 m³,0.007412
